"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL3687407";"";"None";"505.98";"2";"5.77";"BDBM151800";"Cc1c(N(Cc2ccc3[nH]cc(Cl)c3c2)S(=O)(=O)c2ccc(C(=O)O)cc2)ncc2ccccc12";"IC50";"'='";"522.0";"nM";"6.28";"";"291860";"UO_0000065";"12.42";"0.25";"0.51";"6.08";"0";"CHEMBL3705684";"Inhibition Assay: The functional activity of compounds was determined by measuring changes in intracellular calcium concentration using a Ca2+ sensitive fluorescent dye. The changes in fluorescent signal were monitored by the cell imaging technology by Hamamatsu Photonics's Functional Drug Screening System (FDSS). Increases in intracellular Ca2+ concentration were readily detected upon activation with menthol.HEK293 cells stably expressing human TRPM8 were grown in flasks. On assay day, the culture medium was removed, and cells were washed with phosphate-buffered saline (PBS) and harvested with PBS containing 2 mM ethylenediaminetetraacetic acid, disodium salt (EDTA, 2Na). The cells were then incubated with assay buffer containing 3 uM Fura-2AM and 0.01% Pluronic F-127 for 60 min. Subsequently, suspended 20,000 to 50,000 cells per well were incubated with test compound (at varying concentrations) in each well for 20 min at 37 C.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638696";"37";"BindingDB Database";"";"2015";"CHEMBL3307715";"";"";""
"CHEMBL3914637";"";"None";"448.55";"0";"3.67";"BDBM191677";"CC(C)c1ccc(-c2csc(NC(=O)Cc3cccc4c3c(=O)n(C)c(=O)n4C)n2)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"343236";"UO_0000065";"";"";"";"";"0";"CHEMBL3887577";"Radiometric Calcium Assay: The inhibition of TRPA1 receptor activation was measured as inhibition of allylisothiocyanate (AITC) induced cellular uptake of radioactive calcium. Test compounds were dissolved in DMSO to prepare 10 mM stock solution and then diluted using plain medium with 0.1% BSA and 1.8 mM CaCl2 to get desired concentration. Final concentration of DMSO in the reaction was 0.5% (v/v). Human TRPA1 expressing CHO cells were grown in F-12 DMEM medium with 10% FBS, 1% penicillin-streptomycin solution, and 400 ug/ml of G-418. Cells were seeded 24 h prior to the assay in 96 well plates so as to get 50,000 cells per well on the day of experiment. Cells were treated with test compounds for 10 min followed by addition of AITC at a final concentration of 30 micromolar and 5 uCi/ml 45Ca+2 for 3 min at 25° C. Cells were washed and lysed using buffer containing 1% Triton X-100, 0.1% deoxycholate and 0.1% SDS. Radioactivity in the lysate was measured in Packard Top count.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886359";"37";"BindingDB Database";"";"2015";"CHEMBL3308072";"";"";""
"CHEMBL3964272";"";"None";"508.45";"1";"3.58";"BDBM191690";"Cn1c(=O)c2c(CC(=O)Nc3nc(-c4ccc(OC(F)(F)F)c(F)c4)cs3)cccc2n(C)c1=O";"IC50";"'>'";"10000.0";"nM";"";"";"343251";"UO_0000065";"";"";"";"";"0";"CHEMBL3887577";"Radiometric Calcium Assay: The inhibition of TRPA1 receptor activation was measured as inhibition of allylisothiocyanate (AITC) induced cellular uptake of radioactive calcium. Test compounds were dissolved in DMSO to prepare 10 mM stock solution and then diluted using plain medium with 0.1% BSA and 1.8 mM CaCl2 to get desired concentration. Final concentration of DMSO in the reaction was 0.5% (v/v). Human TRPA1 expressing CHO cells were grown in F-12 DMEM medium with 10% FBS, 1% penicillin-streptomycin solution, and 400 ug/ml of G-418. Cells were seeded 24 h prior to the assay in 96 well plates so as to get 50,000 cells per well on the day of experiment. Cells were treated with test compounds for 10 min followed by addition of AITC at a final concentration of 30 micromolar and 5 uCi/ml 45Ca+2 for 3 min at 25° C. Cells were washed and lysed using buffer containing 1% Triton X-100, 0.1% deoxycholate and 0.1% SDS. Radioactivity in the lysate was measured in Packard Top count.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886359";"37";"BindingDB Database";"";"2015";"CHEMBL3308072";"";"";""
"CHEMBL3976217";"";"None";"482.42";"0";"3.29";"BDBM191712";"Cn1c(=O)c2c(CC(=O)Nc3nc(-c4cccc(C(F)(F)F)c4F)cs3)coc2n(C)c1=O";"IC50";"'>'";"10000.0";"nM";"";"";"343281";"UO_0000065";"";"";"";"";"0";"CHEMBL3887577";"Radiometric Calcium Assay: The inhibition of TRPA1 receptor activation was measured as inhibition of allylisothiocyanate (AITC) induced cellular uptake of radioactive calcium. Test compounds were dissolved in DMSO to prepare 10 mM stock solution and then diluted using plain medium with 0.1% BSA and 1.8 mM CaCl2 to get desired concentration. Final concentration of DMSO in the reaction was 0.5% (v/v). Human TRPA1 expressing CHO cells were grown in F-12 DMEM medium with 10% FBS, 1% penicillin-streptomycin solution, and 400 ug/ml of G-418. Cells were seeded 24 h prior to the assay in 96 well plates so as to get 50,000 cells per well on the day of experiment. Cells were treated with test compounds for 10 min followed by addition of AITC at a final concentration of 30 micromolar and 5 uCi/ml 45Ca+2 for 3 min at 25° C. Cells were washed and lysed using buffer containing 1% Triton X-100, 0.1% deoxycholate and 0.1% SDS. Radioactivity in the lysate was measured in Packard Top count.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"CHO";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886359";"37";"BindingDB Database";"";"2015";"CHEMBL3308072";"";"";""
"CHEMBL3682584";"";"None";"558.58";"2";"6.06";"BDBM151672";"COC(C)(c1ccc(CN(c2ncc3ccccc3c2C)S(=O)(=O)c2ccc(C(=O)O)cc2)cc1)C(F)(F)F";"IC50";"'='";"4.7";"nM";"8.33";"";"291732";"UO_0000065";"14.91";"0.29";"2.27";"8.60";"0";"CHEMBL3705684";"Inhibition Assay: The functional activity of compounds was determined by measuring changes in intracellular calcium concentration using a Ca2+ sensitive fluorescent dye. The changes in fluorescent signal were monitored by the cell imaging technology by Hamamatsu Photonics's Functional Drug Screening System (FDSS). Increases in intracellular Ca2+ concentration were readily detected upon activation with menthol.HEK293 cells stably expressing human TRPM8 were grown in flasks. On assay day, the culture medium was removed, and cells were washed with phosphate-buffered saline (PBS) and harvested with PBS containing 2 mM ethylenediaminetetraacetic acid, disodium salt (EDTA, 2Na). The cells were then incubated with assay buffer containing 3 uM Fura-2AM and 0.01% Pluronic F-127 for 60 min. Subsequently, suspended 20,000 to 50,000 cells per well were incubated with test compound (at varying concentrations) in each well for 20 min at 37 C.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638696";"37";"BindingDB Database";"";"2015";"CHEMBL3307715";"";"";""
"CHEMBL3687388";"";"None";"542.53";"2";"6.10";"BDBM151781";"O=C(O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2cc3c(C4CC4)cccc3cn2)cc1";"IC50";"'='";"239.0";"nM";"6.62";"";"291841";"UO_0000065";"12.21";"0.24";"0.52";"6.84";"0";"CHEMBL3705684";"Inhibition Assay: The functional activity of compounds was determined by measuring changes in intracellular calcium concentration using a Ca2+ sensitive fluorescent dye. The changes in fluorescent signal were monitored by the cell imaging technology by Hamamatsu Photonics's Functional Drug Screening System (FDSS). Increases in intracellular Ca2+ concentration were readily detected upon activation with menthol.HEK293 cells stably expressing human TRPM8 were grown in flasks. On assay day, the culture medium was removed, and cells were washed with phosphate-buffered saline (PBS) and harvested with PBS containing 2 mM ethylenediaminetetraacetic acid, disodium salt (EDTA, 2Na). The cells were then incubated with assay buffer containing 3 uM Fura-2AM and 0.01% Pluronic F-127 for 60 min. Subsequently, suspended 20,000 to 50,000 cells per well were incubated with test compound (at varying concentrations) in each well for 20 min at 37 C.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638696";"37";"BindingDB Database";"";"2015";"CHEMBL3307715";"";"";""
"CHEMBL3687400";"";"None";"560.55";"2";"5.85";"BDBM151793";"COc1nc(N(Cc2ccc(OC(F)(F)F)cc2)S(=O)(=O)c2ccc(C(=O)O)cc2)c(C)c2cccc(C)c12";"IC50";"'='";"44.0";"nM";"7.36";"";"291853";"UO_0000065";"13.12";"0.26";"1.51";"6.94";"0";"CHEMBL3705684";"Inhibition Assay: The functional activity of compounds was determined by measuring changes in intracellular calcium concentration using a Ca2+ sensitive fluorescent dye. The changes in fluorescent signal were monitored by the cell imaging technology by Hamamatsu Photonics's Functional Drug Screening System (FDSS). Increases in intracellular Ca2+ concentration were readily detected upon activation with menthol.HEK293 cells stably expressing human TRPM8 were grown in flasks. On assay day, the culture medium was removed, and cells were washed with phosphate-buffered saline (PBS) and harvested with PBS containing 2 mM ethylenediaminetetraacetic acid, disodium salt (EDTA, 2Na). The cells were then incubated with assay buffer containing 3 uM Fura-2AM and 0.01% Pluronic F-127 for 60 min. Subsequently, suspended 20,000 to 50,000 cells per well were incubated with test compound (at varying concentrations) in each well for 20 min at 37 C.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638696";"37";"BindingDB Database";"";"2015";"CHEMBL3307715";"";"";""
"CHEMBL3687411";"";"None";"559.57";"2";"5.52";"BDBM151804";"CCONC(=O)c1ccc(S(=O)(=O)N(Cc2ccc(OC(F)(F)F)cc2)c2ncc3ccccc3c2C)cc1";"IC50";"'='";"18.0";"nM";"7.75";"";"291864";"UO_0000065";"13.84";"0.27";"2.22";"7.92";"0";"CHEMBL3705684";"Inhibition Assay: The functional activity of compounds was determined by measuring changes in intracellular calcium concentration using a Ca2+ sensitive fluorescent dye. The changes in fluorescent signal were monitored by the cell imaging technology by Hamamatsu Photonics's Functional Drug Screening System (FDSS). Increases in intracellular Ca2+ concentration were readily detected upon activation with menthol.HEK293 cells stably expressing human TRPM8 were grown in flasks. On assay day, the culture medium was removed, and cells were washed with phosphate-buffered saline (PBS) and harvested with PBS containing 2 mM ethylenediaminetetraacetic acid, disodium salt (EDTA, 2Na). The cells were then incubated with assay buffer containing 3 uM Fura-2AM and 0.01% Pluronic F-127 for 60 min. Subsequently, suspended 20,000 to 50,000 cells per well were incubated with test compound (at varying concentrations) in each well for 20 min at 37 C.";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638696";"37";"BindingDB Database";"";"2015";"CHEMBL3307715";"";"";""
"CHEMBL5290716";"";"None";"289.32";"0";"1.89";"33";"CCn1nnc(-c2sc(-c3ccccc3O)nc2O)n1";"IC50";"'='";"24.0";"nM";"7.62";"";"";"UO_0000065";"26.34";"0.52";"5.73";"7.86";"0";"CHEMBL5265491";"Inhibition of human TRPM8 expressed in HEK293 cells assessed as reduction in ethyl 4-methoxy-2-phenylthiazole-5-carboxylate induced Ca2+ efflux preincubated for 5 mins followed by ethyl 4-methoxy-2-phenylthiazole-5-carboxylate addition and measured for 3 mins by FLIPR assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5260854";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.1333 hr";"INHIBITOR";""
"CHEMBL5268891";"";"None";"289.32";"0";"1.89";"34";"CCn1nnc(-c2sc(-c3cccc(O)c3)nc2O)n1";"IC50";"'='";"239.0";"nM";"6.62";"";"";"UO_0000065";"22.89";"0.45";"4.73";"6.83";"0";"CHEMBL5265491";"Inhibition of human TRPM8 expressed in HEK293 cells assessed as reduction in ethyl 4-methoxy-2-phenylthiazole-5-carboxylate induced Ca2+ efflux preincubated for 5 mins followed by ethyl 4-methoxy-2-phenylthiazole-5-carboxylate addition and measured for 3 mins by FLIPR assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5260854";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.1333 hr";"INHIBITOR";""
"CHEMBL5271941";"";"None";"267.28";"0";"2.83";"19";"CCOC(=O)c1sc(-c2ccc(F)cc2)nc1O";"IC50";"'='";"80.0";"nM";"7.10";"";"";"UO_0000065";"26.55";"0.54";"4.27";"11.94";"0";"CHEMBL5265491";"Inhibition of human TRPM8 expressed in HEK293 cells assessed as reduction in ethyl 4-methoxy-2-phenylthiazole-5-carboxylate induced Ca2+ efflux preincubated for 5 mins followed by ethyl 4-methoxy-2-phenylthiazole-5-carboxylate addition and measured for 3 mins by FLIPR assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5260854";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 0.1333 hr";"INHIBITOR";""
"CHEMBL3910516";"";"None";"375.42";"0";"4.16";"rac-10";"COc1cccc(CN(C(=O)c2ccccc2)C(C(=O)O)c2ccccc2)c1";"IC50";"'='";"59000.0";"nM";"4.23";"";"";"UO_0000065";"11.27";"0.21";"0.07";"6.33";"0";"CHEMBL3874851";"Antagonist activity at human recombinant TRPM8 expressed in HEK293 cells assessed as inhibition of menthol-induced calcium increase by Fluo-4 AM based assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3872272";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"CHEMBL3307715";"";"";""
"CHEMBL3900408";"";"None";"344.41";"0";"3.56";"9k";"NC(=O)[C@@H](c1ccccc1)N(Cc1ccccc1)C(=O)c1ccccc1";"IC50";"'='";"11000.0";"nM";"4.96";"";"";"UO_0000065";"14.40";"0.26";"1.40";"7.82";"0";"CHEMBL3874851";"Antagonist activity at human recombinant TRPM8 expressed in HEK293 cells assessed as inhibition of menthol-induced calcium increase by Fluo-4 AM based assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3872272";"1";"Scientific Literature";"Bioorg Med Chem";"2017";"CHEMBL3307715";"";"";""
"CHEMBL4248077";"";"None";"391.32";"0";"3.45";"31";"O=C(N[C@@H](c1ccc(C(F)(F)F)cc1)c1ncccc1F)c1ccc(=O)[nH]c1";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"20.44";"0.39";"4.55";"10.69";"0";"CHEMBL4236562";"Antagonist activity at human TRPM8 expressed in CHO cells assessed as inhibition of icilin-induced intracellular calcium levels preincubated for 2.5 mins followed by icilin addition by CCD-camera-based FLASH luminometric analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4229551";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";""
"CHEMBL4242496";"";"None";"421.42";"1";"5.48";"12";"Cc1ccccc1[C@H](NC(=O)c1ccc2cccnc2c1)c1ncccc1C(F)(F)F";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4236562";"Antagonist activity at human TRPM8 expressed in CHO cells assessed as inhibition of icilin-induced intracellular calcium levels preincubated for 2.5 mins followed by icilin addition by CCD-camera-based FLASH luminometric analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4229551";"1";"Scientific Literature";"J Med Chem";"2018";"None";"";"";""
"CHEMBL242002";"";"None";"245.28";"0";"1.78";"19";"O=C(O)[C@@H]1CCCN1C(=O)/C=C/c1ccccc1";"Activity";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL4347277";"Agonist activity at human TRPM8 expressed in HEK293 cells assessed as increase in calcium influx at 30 uM by Fluo-4-AM dye based fluorescence assay relative to calcimycin";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4346663";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3307715";"";"";""
"CHEMBL4446136";"";"None";"297.31";"0";"3.05";"9";"COc1ccccc1/C=C/C(=O)Nc1ccccc1C(=O)O";"IC50";"'='";"39810.72";"nM";"4.40";"";"";"UO_0000065";"14.80";"0.27";"1.35";"5.82";"0";"CHEMBL4347279";"Antagonist activity at human TRPM8 expressed in HEK293 cells assessed as inhibition in WS5-induced increase in calcium influx incubated for 10 mins prior to WS5 challenge by Fluo-4-AM dye based fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4346663";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3307715";"";"";""
"CHEMBL4458679";"";"None";"281.31";"0";"3.43";"20";"C/C(=C\c1ccccc1)C(=O)Nc1ccccc1C(=O)O";"IC50";"'='";"27000.0";"nM";"4.57";"";"";"UO_0000065";"16.24";"0.30";"1.14";"6.88";"0";"CHEMBL4347279";"Antagonist activity at human TRPM8 expressed in HEK293 cells assessed as inhibition in WS5-induced increase in calcium influx incubated for 10 mins prior to WS5 challenge by Fluo-4-AM dye based fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4346663";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3307715";"";"";""
"CHEMBL4558012";"";"None";"357.41";"0";"4.65";"21a";"COC(=O)c1ccccc1NC(=O)/C(=C/c1ccccc1)c1ccccc1";"Activity";"'='";"23.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4347282";"Agonist activity at human TRPM8 expressed in HEK293 cells assessed as increase in calcium influx at 3 uM by Fluo-4-AM dye based fluorescence assay relative to calcimycin";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4346663";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3307715";"";"";""
"CHEMBL4558012";"";"None";"357.41";"0";"4.65";"21a";"COC(=O)c1ccccc1NC(=O)/C(=C/c1ccccc1)c1ccccc1";"Activity";"'='";"48.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4347283";"Antagonist activity at human TRPM8 expressed in HEK293 cells assessed as increase in calcium influx at 3 uM incubated for 10 mins prior to WS5 challenge by Fluo-4-AM dye based fluorescence assay relative to WS5";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL1075319";"Transient receptor potential cation channel subfamily M member 8";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4346663";"1";"Scientific Literature";"Eur J Med Chem";"2019";"CHEMBL3307715";"";"";""
